file_index,adp_1,adp_2,delta2,lattice constant,rw,scale,psize
0,9.658187441810616e-06,8.105006190594205e-06,27.627180741514742,4.261763398091797,0.899584180351992,0.015228405684469629,34.331035678839264
1,-0.2147873504370094,0.21479431834584364,16.453264524597703,4.247973027808714,0.9320151880930191,0.06718156613870095,26803.182347759855
2,0.015756030711271497,0.016003624857021517,8.411056636545803,4.091884551398873,0.9302535278491801,0.17197693266223915,30.59997441191733
3,-0.0004921120804705037,0.0005646692708046057,8.92729692429309,4.214940517236798,1.0133518899926262,0.03319122006405478,48.400964829209755
4,0.02132580478093849,0.001255529848345131,2.712676853467459,4.081353544759066,0.9701305004919667,0.09071377289601348,377.2064615045998
5,-0.010157605470791154,0.010219873818562188,3.618308523786873,4.075027857507345,0.9754981917818661,0.08207904372049214,525.8780487781879
6,4.7626847727998985e-06,0.021496019563288726,16.848896634935564,4.090156767256143,0.9591280043828557,0.11999708067572701,40.41609694372066
7,0.00800000011920929,0.008,4.4700000885163815,4.051792897047222,1.0000000000000002,-0.028577029718770915,-310.99027432096887
8,0.005452067738921365,0.011961410935944508,16.901583867190883,4.091841776017857,0.9697013602933661,0.09331825730117783,45.569150249004785
9,0.020834888774443585,0.02042443492976664,16.886791655582368,4.08983195451157,0.963841934566377,0.13383298527048432,48.98286490588533
10,0.020792109934052474,0.015678433078554148,16.988092069321464,4.104383293594457,0.9567102118953141,0.09256762662018267,35.33477425248472
11,0.014570793193980636,0.014471481911185387,16.87920183431548,4.088881306448495,0.941593335768525,0.08091797631086318,32.47253081110878
12,0.00010114444102354165,9.613120013472297e-05,7.9045179716106135,4.239506277414582,0.9429828276891067,0.047530190183961915,52.95472357327488
13,-0.0010324418993546921,0.0010485910349505075,17.586098098789744,4.249171223928757,1.0000000000000004,0.08390735840684195,-2649907.4352921485
14,0.016301229359617052,0.016163821678089607,8.249328604511971,4.055384892768298,0.9433696212297795,0.17358063468643253,62.83207500295757
15,0.040293321329857974,0.0040942777930012,8.346035992175468,4.077782453724786,0.9161878454966879,0.11052659877136238,410.2010535946558
16,2.385030512268332e-09,7.4652279408336755e-06,89.6345904951637,4.255152804128745,0.9565859037210035,0.024901681016945815,144.78404845455688
17,0.010594566244167589,0.005177687287724851,4.025089070275717,4.078896239921422,0.23346134544623487,0.5702979324072992,58.518442490558826
18,0.012110672798291505,0.005274851715385036,3.4037832817136544,4.076161701610992,0.1342532708937672,0.7136932858609757,152.17815878538465
19,0.003598202053984267,0.00844160577245658,3.9027269202102985,4.074826809687822,0.2180151714606865,0.5796454021177475,101.91204647449965
20,2.169566046141095e-06,0.013104752430322822,6.8530840354540326,4.078097284443773,0.5786509364729326,0.48058296124520755,281.7273030513126
21,-1.2356962910786996e-05,1.3477958146891495e-05,12.198764993888858,4.239788155697031,0.9127941568834579,0.09194264856737333,25.93559991508504
22,0.014327063894329995,0.014394416442858752,8.350450317517138,4.077192217838953,0.9618628894243347,0.21686730546903316,34.71676030715974
23,3.439050707601548e-05,0.007142799979367291,8.384350417381127,4.095393179310043,0.9626243471114173,0.10508249716598106,872.9265441255944
24,4.983413171350035e-07,0.004373832867642404,8.397943327213794,4.089185081991102,0.9559221734851769,0.16689914257995248,93.4952882892317
25,0.024013047299909523,0.003974678909312418,8.401147467450034,4.089682437760845,0.9456013947672062,0.09173856709925637,75.52888836594663
26,0.0017335179151127245,0.0025136467307593146,8.984246205805706,4.228083822203152,1.3118781635178838,0.03811872310975101,693505.2194746505
27,0.013725899296734526,0.0053797207242983125,4.503408144694378,4.078256534859871,0.2464377290410772,0.3858297064010131,124.03850045273582
28,0.008609931863259217,0.006021858374767992,3.037967388873117,4.076103607688132,0.11498437045247113,0.5502347784077448,109.88484710158448
29,0.00788777889713354,0.007883419928587949,5.58509406586752,4.077391949293637,0.24495874473208115,0.3118030527034348,76.84062717011939
30,0.009827189465407506,0.006170994413420085,5.43539791434952,4.079088361855248,0.2019219473484719,0.3190898069418814,72.17776054642346
31,0.00800000011920929,0.008,4.4700000885163815,3.986245210664741,1.0000000000000007,-0.06903743844754462,-498.50288278156455
32,0.00800000011920929,0.008,4.4700000885163815,4.246104873379306,0.9999999999999997,-0.00253319139431047,-439.96958458263146
33,4.273782479177776e-10,3.669607188220441e-05,4.466279750076523,4.427104593833947,0.9783149023788714,0.056208538834884664,31.446325447136314
34,0.0019487406969180018,0.009958570514473892,4.600233451659945,4.077590515478734,0.17447896490949538,0.3395756136825615,81.32341658187092
35,0.0032063490025751196,0.008892152249522804,3.701443564821431,4.076152680878292,0.09160982241985287,0.493996713809217,80.0881184747525
36,0.00800000011920929,0.008,4.4700000885163815,3.972243459288441,0.9999999999999996,-0.05051377399384865,-429.5809591966072
37,0.008587672128511787,0.008562820315216066,8.405413635076835,4.090933649405536,0.941603331920369,0.12291179773806957,614.3161377251663
38,0.005811160767839962,0.005832471684005765,3.574594115534838,4.095502424555261,0.9296127407666844,0.05355282048281113,106.17513638522827
39,0.00800000011920929,0.008,4.4700000885163815,4.0283880473719185,0.9999999999999993,-0.0584968211314201,-344.1083404964289
40,0.00800000011920929,0.008,4.4700000885163815,4.00603709364965,1.0000000000000007,-0.24829619082990798,-754.093353639273
41,0.015853333603554943,0.015853592681755718,8.351737150352454,4.077514844837777,0.9112639373648189,0.14381196747234495,32.940031108452395
42,4.946839603435244e-11,0.00035698969739050043,8.045799644034249,4.186586995822749,0.9679874146866383,0.040530772092444246,25.06905780253304
43,0.00800000011920929,0.008,4.4700000885163815,4.281058880995806,0.9999999999999984,0.01854155867719648,-546.4733145868792
44,7.998591210705268e-06,0.008691835854938733,2.8116755846571113,4.0752721413774085,0.23459792069937382,1.0106703956259497,63.2768721837796
45,0.0064520098936642805,0.006448939277193262,4.0045067646151695,4.0772432480245575,0.14178122349020855,0.470768819364612,88.32565786132484
46,0.001666523705462991,0.008944558088837526,1.8080716661835974,4.078434303166277,0.19074622330901997,1.0061318006043587,72.83438951388482
47,0.00800000011920929,0.008,4.4700000885163815,4.255045712859732,1.0000000000000004,-0.038653047872003854,-259.53558336738763
48,0.01447220532339451,0.014580942880904021,8.55117493893861,4.125539002398378,0.9205100799147324,0.3596543735578969,13.266603189763302
49,0.009811669988468266,0.009806976742115758,-0.5235736769136654,4.078662667571023,0.9216813124386045,0.3635136936821626,45.75833873743544
50,0.00800000011920929,0.008,4.4700000885163815,4.221957916782059,1.0000000000000002,-0.05013337962324203,-193.98102052026132
51,-19421885933.0678,9.830072072283844e-09,-11392.879814851729,4.184947873227788,0.9678659206203334,0.026138093517406407,26.427129105499137
52,0.00800000011920929,0.008,4.4700000885163815,4.042272691520142,1.0000000000000007,-0.1191760961022191,-323.10801763204336
53,0.00800000011920929,0.008,4.4700000885163815,3.9888561500004927,1.0000000000000016,-0.15291076760718597,-438.7092810386865
54,0.017675790580981055,0.0176942709336315,8.348684309126757,4.076779329013079,0.9058709327113502,0.19173053858734843,43.343229180502476
55,0.01832954346610664,0.01851779226915566,8.354021299288863,4.0779911855893625,0.9234930339076804,0.13681760125628534,25.815587914024665
56,0.00800000011920929,0.008,4.4700000885163815,4.025771707657438,0.9999999999999998,-0.11034645289921949,-546.6223198153234
57,-0.0056911079933970035,0.005996956381264113,-125.50170439977514,4.088669803019785,0.999999999999999,0.04836892034682649,-15049012.846258301
58,0.00785766191926059,0.007954138470248355,8.871491835936904,4.20154156050383,0.9890873837929804,0.05067484040274187,34.93465095564635
59,0.009024571041438105,0.009025467377209379,1.5075748643112112,4.062980171823869,0.9368359473908695,0.05138893250683917,8980424915.526012
60,0.012953756792991735,0.012823869749902687,8.130142855037747,4.087835897189609,0.9050089053147679,0.08456130906739445,365.3594532926023
61,0.011407936400303685,0.011425013702875783,-4.656005961374801,4.083682415479774,0.9200667690395019,0.10408156925312853,40.12465372571032
62,0.00800000011920929,0.008,4.4700000885163815,4.203706100215918,1.0000000000000004,-0.038317146552436954,-313.8864371057428
63,0.00800000011920929,0.008,4.4700000885163815,4.197929521739678,1.0,-0.03196720624453777,-317.5244841602241
64,0.08308246637633221,0.004875530732895726,8.314174410812448,4.068735932860095,0.927191087421688,0.18220764606832304,32.908292613975284
65,0.00800000011920929,0.008,4.4700000885163815,4.200320367440453,0.9999999999999996,-0.09593672635460347,-495.2800265420031
66,0.03177785591133772,0.009133870041958028,8.435641924945465,4.097952423963545,0.897170629984692,0.2271100261425927,70.70249842425999
67,-0.0008220800099201328,0.0008222318780284016,-804.0787700133067,4.283943703484433,0.9825102478485509,0.025630727402491893,60.3713093749138
68,0.004270127307826128,0.0035399158454253597,17.55007505732445,4.1688410673052045,0.9723527305027175,0.026425245886124757,40.708565267343374
69,-0.002134119732374272,0.0021407216646192966,17.762899335340705,4.209766821084016,0.9655749582368742,0.04469488577705899,21.127031706864013
70,0.012616795416825938,0.012590900135646598,-4.02033565570341,4.076630787257591,0.9008039660009666,0.14346754315902988,27.102413351110382
71,-0.0025883532232095453,0.0025886714740046596,17.413489690901105,4.22019809509708,0.9279605402136117,0.06625816346302134,21.51057015430532
72,-0.0019572953084052197,0.0021839407077730217,8.842438114575243,4.1956813171041665,0.959993100481277,0.05244663361945546,23.735781899232876
73,395748110.0559831,1.0175645243986881e-05,17.68991222156903,4.190070313674425,0.999999999999999,0.01974307118351523,-18044066.981695443
74,0.019196649583582186,0.019140455703150847,8.406301346798406,4.090568178486829,0.901759053492241,0.13806244756676025,36.88125067016664
75,0.007797019404252849,0.007798831361180804,91.02476796332857,4.164490068198151,0.991448005027124,0.018732923995454773,7652873790.090651
76,0.020980429685282267,0.020810643797558155,8.410661106141085,4.091809032324747,0.9001515654035438,0.16223910047430948,30.982055806126176
77,0.043836083459700075,0.018018216209891642,8.37222904194443,4.082436486838489,0.9342821117870219,0.2422399523699529,43.35426774383468
78,-5.104620198266668e-05,5.119493198401539e-05,-476.1696654062623,4.174646424319683,0.9642621550348096,0.02094210301030852,346.8058439654304
79,0.00800000011920929,0.008,4.4700000885163815,4.182855670089228,1.0,-0.08285304057829113,-586.4206408313764
80,0.01816228951381153,0.018160951172583612,8.451437896565057,4.1040388178380445,0.9710286469663043,0.06690167657037571,125.75802690984591
81,0.00800000011920929,0.008,4.4700000885163815,4.2030977404934395,0.9999999999999993,-0.030165597447256897,-421.37261339981455
82,0.02029354199939248,0.019814149657660516,8.413748105304597,4.092519790441601,0.9240244843178339,0.16460218362063936,25.080182521218955
83,0.00800000011920929,0.008,4.4700000885163815,4.192777530468133,0.9999999999999999,-0.14208140394623697,-647.6935413794463
84,-0.001471992096316039,0.001520961953109106,17.626546774799557,4.180289668818611,0.9619376301686553,0.039845509586690496,24.34146118128241
85,4.2350512088204425e-07,0.03628386707797867,8.409281896979124,4.091265208865555,0.921597447249191,0.17268922527507446,18.886257121879645
86,6.806953214472832e-09,0.0034903015447738943,2.9568528940961345,4.067296982408266,0.8864966894567263,0.052150640404516856,52.477641880337586
87,-0.0013476673403921913,0.001351075898253489,17.77899390523526,4.224058123237172,0.9181943757350025,0.17974727916674224,25.491671536883338
88,0.020919425448484977,0.020323663486832347,8.25623699104343,4.054128980616411,0.8573212859819461,0.14427837111863925,23.384275518486298
89,0.02281542900876342,0.022411923645235855,8.367007162921997,4.0812237220075405,0.9131192606214924,0.11422373337438876,29.285058866769166
90,0.009167181116244661,0.00917313274531993,2.7032749724395337,4.063523059816457,0.9332010282243486,0.10534631806643786,30.87783268217195
91,0.008581613412240082,0.008582794684350843,-9.738515455136195,4.052862893168968,0.9177062811676991,0.1079945318187892,24.357832873041698
92,0.007608121914168008,0.007610985462915217,3.828029078339478,4.075693406807139,0.25933659891334154,0.45040884320546415,49.198622065085516
93,0.007425989637893293,0.007435176019747368,5.022860434194099,4.07806114051925,0.28894956192293764,0.5238253394856187,43.01180930501786
94,0.00800000011920929,0.008,4.4700000885163815,4.184448272040358,0.9999999999999999,-0.16767437454083375,-660.512795151412
95,-3.0447516474305474e-05,3.0483858891546443e-05,-7121.368230585283,4.236500535691601,0.9244435021566713,0.2836241609869508,29.252148821807857
96,0.00800000011920929,0.008,4.4700000885163815,4.230425577924036,1.0000000000000013,2.2949602259630594e-05,-492.9111739862077
97,0.007344314914512513,0.007338805236503084,3.550178761925807,4.075690350093229,0.1599297096722109,1.1603158691231228,49.77786611783607
98,0.0079710335378945,0.007976836390899168,4.531516617927347,4.076759535646238,0.19803759978681945,0.4645706926381443,57.23543978817
99,0.007623634578742142,0.0076376033234069034,4.255182174789418,4.077475079757306,0.14675835043680047,0.5322349191888565,44.17906752341474
100,0.006542412852131393,0.0065722333936122646,2.485813755910273,4.074408387004688,0.1918767933678597,1.163859603291273,47.27073583006477
101,2.205617061186538e-05,0.015426652721039612,-2.181729051129246,4.070478051563003,0.9205346773913421,0.09302017298468378,37.482085957769904
102,0.016031498496456284,0.01605840878549172,8.315576407003084,4.068660343547287,0.9141955555365658,0.10061568770697953,34.73308884935265
103,0.01325581883774186,0.01327908842817081,8.317830847606373,4.069136256215214,0.9159259449656749,0.17061210017210984,13.204011012510842
104,-2.343223918190313e-05,2.3436183434175964e-05,-128681.3102006786,4.072784900813508,0.8955095197659733,0.17161640953054738,20.925427305145103
105,0.00800000011920929,0.008,4.4700000885163815,4.18990107841124,1.0000000000000002,-0.028908914290521583,-591.0703404712972
106,0.02438867399301793,0.02368500497796544,8.316957508451338,4.068869282732636,0.9259157084059672,0.11641447541822517,27.4611188037494
107,0.010958960676703936,0.006064215858705088,3.8170279832913128,4.076571122246314,0.09441700992800331,0.64064470679986,61.360016617535145
108,0.007621383362166127,0.007496388509124667,3.887480198086989,4.0779932184451395,0.09018090243407796,0.5569708350301852,57.56122815012058
109,0.0032096014515433082,0.010442607832266066,3.524466011933238,4.073546409571063,0.4727269200280978,0.5180737418637509,44.65363920578106
110,0.007416312425099531,0.00742261374309148,3.5608834801533447,4.076429302247267,0.4916106305934202,1.0931565964980787,48.082349367438674
111,0.0008870157266220419,0.0008678685605246844,-405.9928720709315,4.064098519899209,0.9730911075943588,0.33527743547278577,13.293249997642771
112,0.00800000011920929,0.008,4.4700000885163815,4.168184401808364,0.9999999999999997,-0.09347173382245035,-633.9512105715182
113,0.023021695155223846,0.0051730283426862115,3.8968829148051403,4.078468992216142,0.3231340585404464,0.4629025011857306,44.35713314270518
114,0.007496270349437289,0.00750049630860266,3.64423399210012,4.0770565247977455,0.10248411289059457,0.7236057331159814,54.53888085485778
115,0.006976587504517987,0.006918461203719402,2.5812164718047383,4.076087939383651,0.15091817375045075,1.0582773917191861,50.81500785781679
116,0.004828872483408313,0.008711916739331535,3.7313940778609824,4.076633784235045,0.09349178805053211,0.609184020355155,62.986861323949555
117,0.00800000011920929,0.008,4.4700000885163815,4.180235635835594,1.0,-0.07814790656865278,-630.022319001746
118,0.019892935430008023,0.01987832357241055,8.315052110832303,4.072668642088888,0.9343185508516205,0.05565529685855359,52.923834112297804
119,0.018232126709398593,0.018238079418873388,7.916873965725939,4.076179263936406,0.9197248945831237,0.05464083422766915,42.27443560824801
120,-0.01679754011930816,0.019615474020913216,8.3829223414577,4.084847936491041,0.9165022703388959,0.14200578521563514,12.295938081781086
121,0.022635957336032464,0.022387116668832075,8.35424111852368,4.098993070708914,0.9280963969064009,0.05290940311300444,87.67102308185052
122,0.023875980826686696,0.02388183325076021,8.430725902182138,4.096564214974856,0.9432391581041254,0.0896852948494801,39.552691296687776
123,5.47793804952041e-05,0.015096857688192803,5.029871885285251,4.074888352083802,0.5858549311113549,0.19415166451369226,59.19512327812373
124,0.009672325022633751,0.00644342278603033,3.675255764554397,4.0768290795436215,0.15056413871650656,0.6105471128388689,55.458271134592984
125,0.004829910919452968,0.008381941172038011,3.666040762951098,4.076711134356757,0.3226203027330719,0.6291731650113256,51.61886516637668
126,0.00800000011920929,0.008,4.4700000885163815,4.199924803122514,1.0,-0.1065226986249918,-548.7290828676548
127,0.002173887791383999,0.0021744479136688224,-49.286884946651554,4.043668419644318,0.9841287357137275,0.04759854610485367,1868.7818319727435
128,0.0008196882881494466,0.0008166430282992749,-267.39543612828436,4.034576304929943,0.9875424723075957,0.05952203657530688,73.84736359179813
129,0.005795372779238992,0.005795823855375527,-4.2327400842019225,4.072931274216756,0.8428132213578551,0.3680334800517913,27.747743784164744
130,0.07369491633157296,0.006577539211979825,4.4137225631216355,4.0622206888460894,0.9764022183560306,0.1116188793955176,32.25575607928942
131,0.021803007358658238,0.02179164790818822,8.590716308909384,4.135128270951885,0.9553752681595539,0.2025775711482329,14.971016101813039
132,0.004627118202567875,0.004410902006396836,-30.220175171844797,4.036860816193336,0.9808402895194983,0.06595146227354771,98.39496181586597
133,-3.6469021480493235e-06,4.397167429867311e-06,16.033586762474982,4.14960680636461,0.9647685793930693,0.07979057541018661,28.76968294524546
134,0.00027990597863990273,0.00028501319807340883,-368.456200512108,4.067107516344634,0.9796609484828849,0.08754232732499378,32.30103185436662
135,7.015607113040851e-05,6.99596382268049e-05,26.252471499249484,4.171075210048701,0.9675845024152647,0.03520676171905695,32.4789834812643
